Subject ID,Subject,Subject type,Interaction type,Object ID,Object,Object type,Disease
,G-actin,cellular component,decreases_quantity of,1115,CDK5/p35 complex,complex/PPI,Alzheimer disease
,G-actin,cellular component,decreases_activity of,,CDK5/p25 complex,complex/PPI,Alzheimer disease
,G-actin,cellular component,decreases_activity of,1115,CDK5/p35 complex,complex/PPI,Alzheimer disease
,G-actin,cellular component,decreases_activity of,1020,CDK5,gene/protein,Alzheimer disease
102,ADAM10 (5'-UTR),gene/protein,decreases_expression of,102,ADAM10,gene/protein,Alzheimer disease
9528,TMEM59,gene/protein,affects_glucosylation of,351,APP,gene/protein,Alzheimer disease
9528,TMEM59,gene/protein,decreases_activity of,GO:0034205,beta-amyloid formation,process,Alzheimer disease
9528,TMEM59,gene/protein,decreases_quantity of,351,APP,gene/protein,Alzheimer disease
9528,TMEM59,gene/protein,is localized in,GO:0031985,Golgi cisterna,cellular component,Alzheimer disease
9528,TMEM59,gene/protein,affects_activity of,GO:0033578,protein glycosylation in Golgi,process,Alzheimer disease
5463,POU6F1,gene/protein,affects_activity of,9528,TMEM59,gene/protein,Alzheimer disease
1636,ACE,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
358,AQP1,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
57561,ARRDC3,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
929,CD14,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
12509,Cd59a,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
1040,CDS1,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
9076,CLDN1,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
12869,Cox8b,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
2348,FOLR1,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
245913,DEFB110,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
4314,MMP3,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
2665,GDI2,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
4256,MGP,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
25924,MYRIP,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
54101,RIPK4,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
390,RND3,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
6623,SNCG,gene/protein,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
12509,Cd59a,gene/protein,affects_activity of,9528,TMEM59,gene/protein,Alzheimer disease
25924,MYRIP,gene/protein,affects_activity of,9528,TMEM59,gene/protein,Alzheimer disease
6623,SNCG,gene/protein,affects_activity of,9528,TMEM59,gene/protein,Alzheimer disease
GO:0030162,regulation of proteolysis,process,affects_activity of,GO:0007154,cell communication,process,Alzheimer disease
GO:0030162,regulation of proteolysis,process,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
GO:0030162,regulation of proteolysis,process,affects_quantity of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
GO:0030162,regulation of proteolysis,process,affects_processing of,351,APP,gene/protein,Alzheimer disease
GO:0006509,membrane protein ectodomain proteolysis,process,affects_processing of,351,APP,gene/protein,Alzheimer disease
GO:0030162,regulation of proteolysis,process,affects_processing of,102,ADAM10,gene/protein,Alzheimer disease
102,ADAM10,gene/protein,affects_processing of,4851,NOTCH1,gene/protein,Alzheimer disease
102,ADAM10,gene/protein,decreases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
6868,ADAM17,gene/protein,affects_processing of,4851,NOTCH1,gene/protein,Alzheimer disease
7076,TIMP1,gene/protein,decreases_activity of,102,ADAM10,gene/protein,Alzheimer disease
7076,TIMP1,gene/protein,decreases_activity of,6868,ADAM17,gene/protein,Alzheimer disease
7078,TIMP3,gene/protein,decreases_activity of,6868,ADAM17,gene/protein,Alzheimer disease
7078,TIMP3,gene/protein,decreases_activity of,102,ADAM10,gene/protein,Alzheimer disease
C05151,12-O-Tetradecanoylphorbol 13-acetate,drug/chemical compound,affects_activity of,6868,ADAM17,gene/protein,Alzheimer disease
,p38 MAPK,gene/protein,increases_phosphorylation of,6868,ADAM17,gene/protein,Alzheimer disease
23621,BACE1,gene/protein,increases_processing of,334,APLP2,gene/protein,Alzheimer disease
102,ADAM10,gene/protein,affects_processing of,334,APLP2,gene/protein,Alzheimer disease
6868,ADAM17,gene/protein,affects_processing of,334,APLP2,gene/protein,Alzheimer disease
466,Gamma-secretase complex,complex/PPI,increases_processing of,334,APLP2,gene/protein,Alzheimer disease
55851,PSENEN,gene/protein,affects_processing of,5663,PSEN1,gene/protein,Alzheimer disease
55851,PSENEN,gene/protein,affects_processing of,5664,PSEN2,gene/protein,Alzheimer disease
C05151,12-O-Tetradecanoylphorbol 13-acetate,drug/chemical compound,increases_activity of,6868,ADAM17,gene/protein,Alzheimer disease
6868,ADAM17,gene/protein,affects_processing of,351,APP,gene/protein,Alzheimer disease
rs3764650,ABCA7 rs3764650,SNP,increases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
rs610932,MS4A6A / MS4A4E rs610932,SNP,increases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
2041,EPHA1-mut,gene/protein mutant,increases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
945,CD33-mut,gene/protein mutant,increases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
23607,CD2AP-mut,gene/protein mutant,increases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
1378,CR1,gene/protein,affects_activity of,,cognitive impairment,phenotype,Alzheimer disease
,sGSM,drug/chemical compound,affects_quantity of,351,Amyloid beta peptide (42),gene/protein,Alzheimer disease
C07610,Silibinin,drug/chemical compound,decreases_activity of,,Amyloid beta peptide (25-35)-induced memory impairment,phenotype,Alzheimer disease
C07610,Silibinin,drug/chemical compound,affects_activity of,GO:0006979,response to oxidative stress,process,Alzheimer disease
C07610,Silibinin,drug/chemical compound,decreases_quantity of,C19440,Malonaldehyde,drug/chemical compound,Alzheimer disease
C07610,Silibinin,drug/chemical compound,affects_quantity of,C00051,Glutathione,drug/chemical compound,Alzheimer disease
102,ADAM10,gene/protein,affects_processing of,6376,CX3CL1,gene/protein,Alzheimer disease
102,ADAM10,gene/protein,affects_activity of,GO:0098609,cell-cell adhesion,process,Alzheimer disease
6376,CX3CL1 (soluble),mRNA/protein variant,affects_activity of,GO:0030595,leukocyte chemotaxis,process,Alzheimer disease
,CX3CL1 upregulation,phenotype,cooccurs with,MP:0003991,arteriosclerosis,phenotype,Alzheimer disease
,CX3CL1 upregulation,phenotype,cooccurs with,MP:0005671,abnormal response to transplant,phenotype,Alzheimer disease
,CX3CL1 upregulation,phenotype,cooccurs with,MP:0001193,psoriasis,phenotype,Alzheimer disease
,CX3CL1 upregulation,phenotype,cooccurs with,MP:0001654,hepatic necrosis,phenotype,Alzheimer disease
,CX3CL1 upregulation,phenotype,cooccurs with,MP:0001859,kidney inflammation,phenotype,Alzheimer disease
,CX3CL1 upregulation,phenotype,cooccurs with,,ischemia reperfusion-injured brain,phenotype,Alzheimer disease
7076,TIMP1,gene/protein,decreases_quantity of,6376,CX3CL1 (soluble),mRNA/protein variant,Alzheimer disease
7077,TIMP2,gene/protein,affects_activity of,102,ADAM10,gene/protein,Alzheimer disease
4363,ABCC1,gene/protein,affects_quantity of,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
4363,ABCC1,gene/protein,affects transport of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
4363,ABCC1,gene/protein,decreases_activity of,MP:0000604,amyloidosis,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,increases_quantity of,1116,CHI3L1,gene/protein,Alzheimer disease
1116,CHI3L1,gene/protein,interacts (colocalizes) with,BTO:0000237,cerebrospinal fluid,tissue/cell line,Alzheimer disease
351,Amyloid beta peptide (42),gene/protein,affects_quantity of,1116,CHI3L1,gene/protein,Alzheimer disease
GO:0000380,"alternative mRNA splicing, via spliceosome",process,affects_activity of,4137,MAPT,gene/protein,Alzheimer disease
GO:0000380,"alternative mRNA splicing, via spliceosome",process,affects_activity of,6434,TRA2B1,mRNA/protein variant,Alzheimer disease
GO:0000380,"alternative mRNA splicing, via spliceosome",process,affects_activity of,5664,PSEN2,gene/protein,Alzheimer disease
GO:0000380,"alternative mRNA splicing, via spliceosome",process,affects_activity of,1196,CLK2,gene/protein,Alzheimer disease
6434,TRA2B1,mRNA/protein variant,affects_activity of,GO:0000380,"alternative mRNA splicing, via spliceosome",process,Alzheimer disease
1196,CLK2,gene/protein,affects_activity of,GO:0000380,"alternative mRNA splicing, via spliceosome",process,Alzheimer disease
6434,TRA2B1,mRNA/protein variant,affects_activity of,4137,MAPT,gene/protein,Alzheimer disease
1196,CLK2,gene/protein,affects_activity of,4137,MAPT,gene/protein,Alzheimer disease
104300,Alzheimer disease,disease,affects_activity of,GO:0000380,"alternative mRNA splicing, via spliceosome",process,Alzheimer disease
104300,Alzheimer disease,disease,increases_quantity of,4137,MAPT-var (4R),mRNA/protein variant,Alzheimer disease
104300,Alzheimer disease,disease,increases_quantity of,6434,TRA2B1,mRNA/protein variant,Alzheimer disease
104300,Alzheimer disease,disease,affects_quantity of,5664,PSEN2-var,mRNA/protein variant,Alzheimer disease
104300,Alzheimer disease,disease,increases_quantity of,1196,CLK2-var (inactive),mRNA/protein variant,Alzheimer disease
GO:0000380,"alternative mRNA splicing, via spliceosome",process,affects_quantity of,4137,MAPT-var (4R),mRNA/protein variant,Alzheimer disease
GO:0000380,"alternative mRNA splicing, via spliceosome",process,affects_quantity of,6434,TRA2B1,mRNA/protein variant,Alzheimer disease
GO:0000380,"alternative mRNA splicing, via spliceosome",process,affects_quantity of,1196,CLK2-var (inactive),mRNA/protein variant,Alzheimer disease
GO:0000380,"alternative mRNA splicing, via spliceosome",process,affects_quantity of,5664,PSEN2-var,mRNA/protein variant,Alzheimer disease
1196,CLK2,gene/protein,affects_quantity of,6434,TRA2B3 (inactive),mRNA/protein variant,Alzheimer disease
6434,TRA2B1,mRNA/protein variant,affects_quantity of,1196,CLK2-tr (inactive),mRNA/protein variant,Alzheimer disease
104300,Alzheimer disease,disease,affects_activity of,GO:0043484,regulation of RNA splicing,process,Alzheimer disease
6434,TRA2B1,mRNA/protein variant,increases_quantity of,4137,MAPT-var (4R),mRNA/protein variant,Alzheimer disease
1196,CLK2,gene/protein,interacts (colocalizes) with,6434,TRA2B1,mRNA/protein variant,Alzheimer disease
1196,CLK2,gene/protein,increases_phosphorylation of,6434,TRA2B1,mRNA/protein variant,Alzheimer disease
6427,SRSF2,gene/protein,affects_activity of,GO:0000380,"alternative mRNA splicing, via spliceosome",process,Alzheimer disease
6427,SRSF2,gene/protein,affects_quantity of,4137,MAPT-var (3R/4R),mRNA/protein variant,Alzheimer disease
4137,MAPT-mut (enhancer),gene/protein mutant,affects_activity of,GO:0036002,pre-mRNA binding,process,Alzheimer disease
4137,MAPT-mut (enhancer),gene/protein mutant,affects_activity of,GO:0000380,"alternative mRNA splicing, via spliceosome",process,Alzheimer disease
1859,DYRK1A,gene/protein,increases_phosphorylation of,6427,SRSF2,gene/protein,Alzheimer disease
1859,DYRK1A,gene/protein,interacts (colocalizes) with,6427,SRSF2,gene/protein,Alzheimer disease
1859,DYRK1A,gene/protein,affects_activity of,6427,SRSF2,gene/protein,Alzheimer disease
1859,DYRK1A,gene/protein,increases_expression of,4137,MAPT-var (4R),mRNA/protein variant,Alzheimer disease
MP:0002079,increased circulating insulin level,phenotype,affects_activity of,,abnormal Abeta metabolism,phenotype,Alzheimer disease
MP:0001547,abnormal lipid level,phenotype,affects_activity of,,abnormal Abeta metabolism,phenotype,Alzheimer disease
5664,PSEN2-mut,gene/protein mutant,affects_activity of,5664,PSEN2,gene/protein,Alzheimer disease
5566,PRKACA,gene/protein,increases_phosphorylation of,6426,SRSF1,gene/protein,Alzheimer disease
5567,PRKACB,gene/protein,interacts (colocalizes) with,6426,SRSF1,gene/protein,Alzheimer disease
5566,PRKACA,gene/protein,affects_activity of,GO:0036002,pre-mRNA binding,process,Alzheimer disease
5566,PRKACA,gene/protein,increases_activity of,GO:0000380,"alternative mRNA splicing, via spliceosome",process,Alzheimer disease
6426,SRSF1,gene/protein,affects_activity of,GO:0000380,"alternative mRNA splicing, via spliceosome",process,Alzheimer disease
5566,PRKACA,gene/protein,affects_quantity of,4137,MAPT-var (3R),mRNA/protein variant,Alzheimer disease
5566,PRKACA,gene/protein,interacts (colocalizes) with,6426,SRSF1,gene/protein,Alzheimer disease
4137,MAPT-var (4R),mRNA/protein variant,decreases_activity of,GO:0009790,embryo development,process,Alzheimer disease
4137,MAPT-var (4R),mRNA/protein variant,increases_activity of,GO:0031175,neuron projection development,process,Alzheimer disease
4137,MAPT-var,mRNA/protein variant,is_expressed_in,BTO:0000793,SH-SY5Y cell,tissue/cell line,Alzheimer disease
4137,MAPT-var (4R),mRNA/protein variant,increases_activity of,5880,RAC2,gene/protein,Alzheimer disease
4137,MAPT-var (4R),mRNA/protein variant,affects_activity of,GO:0035567,non-canonical Wnt signaling pathway,process,Alzheimer disease
5880,RAC2,gene/protein,affects_activity of,GO:0035567,non-canonical Wnt signaling pathway,process,Alzheimer disease
84034,EMILIN2,gene/protein,affects_activity of,GO:0006915,apoptotic process,process,Alzheimer disease
4137,MAPT-var (4R),mRNA/protein variant,increases_expression of,84034,EMILIN2,gene/protein,Alzheimer disease
4257,MGST1,gene/protein,affects_activity of,GO:0006915,apoptotic process,process,Alzheimer disease
4137,MAPT-var (4R),mRNA/protein variant,increases_expression of,4257,MGST1,gene/protein,Alzheimer disease
4745,NELL1,gene/protein,affects_activity of,GO:0006915,apoptotic process,process,Alzheimer disease
4137,MAPT-var (4R),mRNA/protein variant,increases_expression of,4745,NELL1,gene/protein,Alzheimer disease
5521,PPP2R2B,gene/protein,affects_activity of,GO:0006915,apoptotic process,process,Alzheimer disease
4137,MAPT-var (4R),mRNA/protein variant,increases_expression of,5521,PPP2R2B,gene/protein,Alzheimer disease
5880,RAC2,gene/protein,affects_activity of,GO:0006915,apoptotic process,process,Alzheimer disease
4137,MAPT-var (4R),mRNA/protein variant,increases_expression of,5880,RAC2,gene/protein,Alzheimer disease
6447,SCG5,gene/protein,affects_activity of,GO:0006915,apoptotic process,process,Alzheimer disease
4137,MAPT-var (4R),mRNA/protein variant,increases_expression of,6447,SCG5,gene/protein,Alzheimer disease
6446,SGK1,gene/protein,affects_activity of,GO:0006915,apoptotic process,process,Alzheimer disease
4137,MAPT-var (4R),mRNA/protein variant,increases_expression of,6446,SGK1,gene/protein,Alzheimer disease
1902,LPAR1,gene/protein,affects_activity of,GO:0006915,apoptotic process,process,Alzheimer disease
4137,MAPT-var (4R),mRNA/protein variant,decreases_expression of,1902,LPAR1,gene/protein,Alzheimer disease
5979,RET,gene/protein,affects_activity of,GO:0006915,apoptotic process,process,Alzheimer disease
4137,MAPT-var (4R),mRNA/protein variant,decreases_expression of,5979,RET,gene/protein,Alzheimer disease
